date,type,reg,operator,location,fatalities,damage_level
13-02-2019,Boeing 747-406M,PH-BFV,KLM Royal Dutch Airlines,Amsterdam-Schiphol International Airport (AMS/EHAM),0,Low
17-02-2019,Boeing 737-832 (WL),N3730B,Delta Air Lines,"Franklin, Tennessee",0,Low
23-02-2019,Boeing 767-375ER (BCF) (WL),N1217A,"Amazon Air, opb Atlas Air","Trinity Bay, near Anahuac, TX",3,High
24-02-2019,Boeing 737-8E9 (WL),S2-AHV,Biman Bangladesh Airlines,Chittagong-Shah Amanat International Airport (CGP),1,Low
25-02-2019,de Havilland Canada EO-5C (DHC-7-102),N89068,United States Army,Pyongtaek-Desiderio AAF (RKSG),0,Medium
26-02-2019,Gulfstream G200 Galaxy,4K-AZ88,Silk Way Business Aviation,Moskva-Sheremetyevo Airport (SVO),0,Medium
27-02-2019,Boeing 777-223ER,N771AN,American Airlines,"near Honolulu, Oahu, HI",0,Low
28-02-2019,Embraer ERJ-195LR (ERJ-190-200 LR),G-FBEJ,Flybe,Exeter Airport (EXT/EGTE),0,Low
02-03-2019,de Havilland Canada DHC-8-402Q Dash 8,G-JECN,Flybe,Southampton-Eastleigh Airport (SOU/EGHI),0,Medium
03-03-2019,Bombardier BD-100 Challenger 350,N715CG,private,"Eufaula-Weedon Field, AL (EUF/KEUF)",0,High
03-03-2019,Airbus A320-214 (WL),PR-OCW,Avianca Brasil,"Rio de Janeiro/GaleÃ£o-Antonio Carlos Jobim International Airport, RJ",0,Medium
03-03-2019,Honda HA-420 HondaJet,N105HJ,Banyan Jet Service,"Eufaula-Weedon Field, AL (EUF/KEUF)",0,High
03-03-2019,Beechcraft 1900D,7T-VIO,Tassili Airlines,Ouargla-Ain Beida Airport (OGX),0,Medium
04-03-2019,Cessna 208B Grand Caravan,C-FAFV,Amik Aviation,"1,4 km S of Little Grand Rapids Airport, MB (ZGR)",0,Medium
04-03-2019,Embraer EMB-145XR,N14171,"United Express, opb CommutAir","Presque Isle International Airport, ME (PQI)",0,Medium
07-03-2019,Learjet 35A,LV-BNR,Baires Fly,"Buenos Aires-Jorge Newbery Airport, BA (AEP)",0,Medium
09-03-2019,Gulfstream G-IV,N505GF,Waffle House Inc.,"Atlanta-DeKalb Peachtree Airport, GA (PDK)",0,Medium
09-03-2019,Douglas DC-3,HK-2494,LASER Aéreo Colombia,"Finca La Bendición, San Martín",14,High
10-03-2019,Boeing 737-832 (WL),N3756,Delta Air Lines,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",0,Medium
10-03-2019,Bombardier CRJ-900LR,N569NN,"PSA Airlines, opf American Eagle","Charlotte-Douglas International Airport, NC (CLT/KCLT)",0,Medium
10-03-2019,Bombardier CL-600-2C10 Regional Jet CRJ-702ER,N530EA,"PSA Airlines, opf American Eagle","Charlotte-Douglas International Airport, NC (CLT/KCLT)",0,Medium
10-03-2019,Hawker Siddeley HS-125-600A,fake reg.,private,"near San Pedro Peralta, Chetumal, Quintana Roo",1,High
10-03-2019,Boeing 737 MAX 8,ET-AVJ,Ethiopian Airlines,50 km ESE of Addis Ababa-Bole Airport (ADD),157,High
11-03-2019,de Havilland Canada CC-138 Twin Otter (DHC-6),13803,Royal Canadian Air Force - RCAF,"140 km N Inuvik, NT",0,Medium
12-03-2019,Beechcraft A100 King Air,N945WS,Golden Wings Aviation Inc.,"Latrobe-Westmoreland County Airport, PA (LBE)",0,Medium
14-03-2019,Cessna 650 Citation III,N220CM,RP Sales and Leasing Inc.,"Orlando Sanford International Airport, FL (SFB)",0,Medium
18-03-2019,IAI 1124 Westwind,N4MH,Sundance Airport FBO LLC,"Oklahoma City-Sundance Airport, OK (HSD)",2,High
18-03-2019,Bombardier BD-100-1A10 Challenger 300,9M-TST,Berjaya Air,Kuala Lumpur-Sultan Abdul Aziz Shah Airport (SZB),1,Medium
19-03-2019,Fokker 100,EP-IDG,Iran Air,Tehran-Mehrabad Airport (THR/OIII),0,Medium
21-03-2019,ATR 72-500 (72-212A),TR-ABS,Afrijet,SÃ£o Tomé Island Airport (TMS/FPST),0,Medium
22-03-2019,Rockwell Sabreliner 60,N990PA,private,ca 14 km E of Bajamar,0,High
23-03-2019,Airbus A320-232,HA-LPL,Wizz Air,Bristol Airport (BRS/EGGD),0,Low
23-03-2019,Beechcraft B200 Super King Air,A2-MBM,Major Blue Air,Matsieng Aerodrome,1,High
27-03-2019,Boeing 737-7H4 (WL),N249WN,Southwest Airlines,"near Nashville International Airport, TN (BNA)",0,Medium
27-03-2019,Antonov An-2,CU-A1825,Empresa Nacional de Servicios Aéreos-ENSA,Alonso de Rojas,0,Medium
03-04-2019,Airbus A320-214,G-EZWC,easyJet,Belfast International Airport (BFS/EGAA),0,Low
04-04-2019,McDonnell Douglas MD-88,N977DL,Delta Air Lines,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",0,Medium
04-04-2019,de Havilland Canada DHC-8-402Q Dash 8,OE-LGM,Austrian Airlines,Innsbruck-Kranebitten Airport (INN),0,Medium
08-04-2019,British Aerospace 4100 Jetstream 41,HI1038,Sky High Aviation Services,Dominica Douglas-Charles Airport (DOM),0,Medium
10-04-2019,Airbus A321-231 (WL),N114NN,American Airlines,"New York-John F. Kennedy International Airport, NY (JFK)",0,Medium
11-04-2019,Boeing 737-924ER (WL),N31412,United Airlines,"Fort Myers, FL",0,Low
13-04-2019,Rockwell Sabreliner 65,N265DS,Classic Aviation,"near New Albany, MS",3,High
14-04-2019,Let L-410UVP-E20,9N-AMH,Summit Air,Lukla-Tenzing-Hillary Airport (LUA),3,High
16-04-2019,Bombardier BD-700-1A11 Global 5000,14+01,Luftwaffe,Berlin-SchÃ¶nefeld Airport (SXF/EDDB),0,Medium
16-04-2019,Pilatus Britten-Norman BN-2B-27 Islander,CC-CYR,Archipiélagos Servicios Aéreos,"0,4 km W of Puerto Montt-Marcel Marchant Airport (SCPF)",6,High
22-04-2019,Airbus A320-232 (WL),HS-TXK,Thai Smile,"Sung Noen District, Nakhon Ratchasima Province",0,Low
22-04-2019,Antonov An-26,EY-322,Asia Airways,64 km from Khartoum,0,Medium
23-04-2019,Cessna 208 Caravan I,N366TA,private,"Dry Tortugas National Park, FL",0,Medium
24-04-2019,Beechcraft B200 Super King Air,C-FRMV,Keewatin Air,"Gillam Airport, MB (YGX)",0,Medium
24-04-2019,Cessna 551 Citation II/SP,D-IADV,private,Siegen-Siegerland Airport (SGE/EDGS),0,Medium
30-04-2019,Boeing 737-33A (WL),G-GDFB,Jet2,East Midlands Airport (EMA),0,Medium
30-04-2019,Boeing 737-73S (WL),EI-SEV,Ryanair,East Midlands Airport (EMA/EGNX),0,Medium
02-05-2019,Boeing 737-8GJ (WL),HL8021,T'way Air,115km north of Tokyo/Narita International Airport (NRT/RJAA),0,Low
03-05-2019,Douglas C-47A-25-DK (DC-3C),C-GJKM,Buffalo Airways,"6,5 km SE of Hay River Airport, NT (YHY)",0,Medium
03-05-2019,Boeing 737-81Q (WL),N732MA,Miami Air International,"Jacksonville Naval Air Station, FL (NIP)",0,Medium
04-05-2019,Antonov An-2R,RA-01443,Voskhod LLC,"Vyun, Tomponsky region",0,Medium
05-05-2019,Canadair CL-600-2B16 Challenger 601-3A,N601VH,Compañia de Aviación y Logística Empresarial,257 km NW of Monclova,13,High
05-05-2019,Sukhoi Superjet 100-95B,RA-89098,Aeroflot Russian International Airlines,Moskva-Sheremetyevo Airport (SVO),41,High
07-05-2019,Antonov An-2R,YV2354,private,13 km from Uriman Airport (URM),0,High
07-05-2019,de Havilland Canada DHC-6 Twin Otter 300,C-GNDO,Air Inuit,"57 km NNE of Kuujjuarapik Airport, QC (YGW)",0,Medium
08-05-2019,de Havilland Canada DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh Airlines,Yangon-Mingaladon Airport (RGN/VYYY),0,High
10-05-2019,de Havilland Canada DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation","Torontoâ€“Lester B. Pearson International Airport, Ontario (YYZ)",0,Medium
11-05-2019,Cessna 208B Supervan 900,C-FCPM,Parachutisme Nouvel Air,"Saint-Esprit Aerodrome, QC",0,Medium
12-05-2019,Embraer ERJ-190LR,XY-AGQ,Myanmar National Airlines,Mandalay International Airport (MDL),0,Low
13-05-2019,Boeing 737-9B5,HL7726,Korean Air,30NM W of Incheon International Airport,0,Low
13-05-2019,de Havilland Canada DHC-3T Vazar Turbine Otter,N959PA,Taquan Air,"15 km NE of Ketchikan, AK",6,Medium
18-05-2019,Gulfstream American G-1159 Gulfstream II SP,unreg.,private,"Chico de Chamorro, Retalhuleu",0,High
22-05-2019,Cessna S550 Citation S/II,N311G,private,"near Indianapolis Regional Airport, IN (KMQJ)",2,High
22-05-2019,Antonov An-2R,RA-68161,private,Zhuravskoye,0,High
24-05-2019,Cessna 560 Citation Encore,N832R,Jet Sales LLC,"500 km E off Fort Lauderdale, Florida, USA",1,High
25-05-2019,Boeing 737-8H4 (WL),N8697C,Southwest Airlines,"Waycross, Georgia",0,Low
25-05-2019,Airbus A320-214 (WL),PK-LZJ,Batik Air,Makassar-Sultan Hasanuddin International Airport (WAAA),0,Low
28-05-2019,Airbus A320-232,N507JT,Jetblue Airways,"Fort Lauderdale, Florida",0,Low
29-05-2019,Antonov An-124-100,5A-DKN,Libyan Air Cargo,Tripoli International Airport (TIP),0,High
03-06-2019,Antonov An-32,K2752,Indian Air Force - IAF,16 km N of Lipo,13,High
07-06-2019,Antonov An-2T,UR-KAU,TSO Ukrayiny,"Svyatoshyns'kyi District, Kiev",0,Medium
09-06-2019,Boeing 737-924ER (WL),N75436,United Airlines,"Denver International Airport, CO (DEN/KDEN)",0,Medium
09-06-2019,Antonov An-2R,RA-81519,Feniks,"50 km NE of Kyren, Tunkinsky District",0,Medium
11-06-2019,CASA C-212 Aviocar 200,N603AR,EP Aviation,Kiunga Airport (KIU),0,Medium
13-06-2019,Beechcraft B200 Super King Air,others,Unknown,"Río Chixoy, La Máquina",0,High
15-06-2019,ATR 42-320,PR-MPN,MAP Linhas Aéreas,"Manaus-Eduardo Gomes International Airport, AM (MAO)",0,Medium
15-06-2019,Boeing 757-224 (WL),N26123,United Airlines,"Newark-Liberty International Airport, NJ (EWR)",0,Medium
17-06-2019,Boeing 737-8H4 (WL),N8608N,Southwest Airlines,"Pittsburgh-Greater Pittsburgh International Airport, PA (PIT)",0,Medium
17-06-2019,Cessna 680 Citation Sovereign,LV-CIQ,Banco Macro,"Joaquín V. González-Agropecuaria Río Juramento Airstrip, SA",0,Medium
18-06-2019,Airbus A330-243,B-LHA,Hong Kong Airlines,"Nansha District, Guangzhou, Guangdong Province",0,Low
20-06-2019,Antonov An-2R,UP-A0116,Navigator,"10 km from Rodina village, Tselinograd district",1,High
21-06-2019,Basler BT-67 Turbo 67 (DC-3T),C-FKGL,North Star Air,"off Fort Hope Airport, ON (YFH)",0,Medium
23-06-2019,Antonov An-2R,UR-43983,Phoenix Air LLC,"near Mlyny, Poltava region",0,High
24-06-2019,Hawker Siddeley HS-125-400,others,Unknown,"Parque Nacional Laguna del Tigre, Petén",0,High
26-06-2019,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,"Sacramento-McClellan Airfield, CA (MCC)",0,Low
27-06-2019,Cessna 560 Citation V,N318RW,Mueller Aero Inc,"Janesville, Wisconsin",0,Low
27-06-2019,British Aerospace 3212 Jetstream 31,YV2536,Transmandu,Canaima Airport (CAJ),0,High
27-06-2019,Antonov An-24RV,RA-47366,Angara Airlines,Nizhneangarsk Airport (UIUN),2,High
28-06-2019,Saab 340A,C6-VIP,Western Air,Nassau-Lynden Pindling International Airport (NAS),0,Medium
29-06-2019,Cessna 208B Supervan 900,N80JF,ISR Aviation LLC,"Plant City-Blackwater Creek Ultralight Flightpark, FL",0,Medium
30-06-2019,Dassault Falcon 900B,N908CA,Warren Transportation LLC,"Dallas-Addison Airport, TX (ADS/KADS)",0,High
30-06-2019,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",near Gvardeysky,0,Medium
30-06-2019,Beechcraft B300 King Air 350i,N534FF,EE Operations LLC,"Dallas-Addison Airport, TX (ADS/KADS)",10,High
01-07-2019,Boeing 737-85R,VT-SYK,SpiceJet,Mumbai-Chhatrapati Shivaji International Airport (BOM),0,Medium
08-07-2019,Canadair CL-215-6B11 (CL-415),C-FAWQ,Gouvernement du Québec,"83 km NW of Roberval Airport, QC (YRJ)",0,Medium
08-07-2019,Cessna 208B Grand Caravan,N9448B,Grant Aviation,"Bethel Airport, AK (BET)",0,High
08-07-2019,Airbus A320-214,5A-ONA,Afriqiyah Airways,Tripoli-Mitiga International Airport (MJI),0,Low
09-07-2019,Antonov An-2,unreg.,Unknown,"near Raduga, Novoaleksandrovsk District",0,Medium
09-07-2019,Boeing 737-8K2 (WL),PH-BXH,KLM Royal Dutch Airlines,Amsterdam-Schiphol International Airport (AMS/EHAM),0,Low
09-07-2019,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,Amsterdam-Schiphol International Airport (AMS/EHAM),0,Low
10-07-2019,Airbus A380-861,A6-EEM,Emirates,Bay of Bengal,0,Low
12-07-2019,ATR 42-500,SX-FOR,Sky Express,Naxos Island National Airport (JNX/LGNX),0,Medium
12-07-2019,Cessna 525 CitationJet,N262BK,"Omicron Business Services, LLC","Orlando Executive Airport, FL (ORL)",0,Medium
13-07-2019,Beechcraft B200 Super King Air,others,Unknown,"Graham Creek, Toledo",0,High
16-07-2019,Antonov An-2,RA-3098K,Unknown,"Novoshchedrinskaya, Chechnya",0,High
17-07-2019,Cessna 550 Citation II,N320JT,Avia Jet LLC,"Mesquite Municipal Airport, NV",0,High
19-07-2019,de Havilland Canada DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,"Edmonton International Airport, AB (YEG)",0,Medium
20-07-2019,ATR 42-500,AP-BHP,Pakistan International Airlines - PIA,Gilgit Airport (GIL),0,Medium
22-07-2019,Boeing 767-322ER (WL),N663UA,United Airlines,"200 nm N of San Juan, Puerto Rico",0,Low
23-07-2019,Boeing 757-324 (WL),N57852,United Airlines,"San Francisco International Airport, CA (SFO)",0,Medium
23-07-2019,Boeing 737-36N (WL),5N-BQO,Air Peace,Lagos-Murtala Muhammed International Airport (LOS),0,Medium
24-07-2019,Boeing 777-333ER,C-FNNQ,Air Canada,Paris-Charles de Gaulle Airport (CDG/LFPG),0,Low
25-07-2019,Ilyushin Il-76TD,UR-CMC,Europe Air,Al Jufra Airbase,1,High
25-07-2019,Ilyushin Il-76TD,UR-CRP,Europe Air,Al Jufra Airbase,0,High
26-07-2019,Cessna 208 Caravan 675,C-GURL,Seair Seaplanes,"Addenbroke Island, BC",4,High
27-07-2019,Fairchild SA227-AC Metro III,N681TR,Sierra West Airlines,"El Paso International Airport, TX (ELP)",0,Medium
30-07-2019,Avro RJ85,VH-NJW,Cobham Aviation Services,"Perth Airport, WA (PER)",0,Medium
30-07-2019,Airbus A319-114,D-AILR,Lufthansa,Frankfurt International Airport (FRA/EDDF),0,Medium
30-07-2019,unknown,others,Fuerza Aérea de Guinea Ecuatorial,off Grand Batanga,0,High
30-07-2019,Beechcraft B300 King Air 350i,766,Pakistan Army Aviation Corps,"Mora Kalu, Rawalpindi",19,High
31-07-2019,Douglas DC-3C,N59314,Bush Air Fuel,"Drift River Airport (3AK5), AK",0,Medium
31-07-2019,Bombardier CRJ-900ER,N947LR,"American Eagle, opb Mesa Airlines","Dallas/Fort Worth International Airport, TX (DFW/KDFW)",0,Medium
01-08-2019,Douglas C-118A Liftmaster (DC-6A),N451CE,Everts Air Cargo,"Candle 2 Airport, AK",0,Medium
02-08-2019,Airbus A330-243,G-MLJL,Thomas Cook Airlines,near SUMRS waypoint,0,Low
02-08-2019,Shijiazhuang Y-5B(D),B-50OC,Liaoning Star General Aviation,"Longmen Farm, Wudalianchi, Heilongjiang Province",0,Medium
02-08-2019,Boeing 787-8 Dreamliner,C-GHPU,Air Canada,"Vancouver International Airport, BC (YVR/CYVR)",0,Low
02-08-2019,Airbus A340-313,HB-JMF,Edelweiss Air,"Vancouver International Airport, BC (YVR/CYVR)",0,Medium
04-08-2019,Antonov An-2,RT-15-305,DOSAAF Tajikistan,near Fakhrabad,1,High
05-08-2019,Airbus A320-232,N432UA,United Airlines,"San Francisco International Airport, CA (SFO)",0,Medium
06-08-2019,Cessna 510 Citation Mustang,CC-ANR,private,"0,4 km N of Los Ángeles-María Dolores Airport (LSQ)",1,High
06-08-2019,Cessna 208B Supervan 900,C-FSKF,Alkan Air,"46 km ENE of Mayo Airport, YT (YMA)",2,High
06-08-2019,Cessna 208B Grand Caravan,5H-NOW,Tropical Air,Mafia Airport (MFA),0,High
06-08-2019,Ilyushin Il-76TD,UR-COZ,SkyAviatrans,Misrata International Airport (MRA),0,High
06-08-2019,Cessna 560XLS+ Citation XLS+,D-CAWM,Aerowest,Aarhus Airport (AAR/EKAH),0,High
07-08-2019,British Aerospace 3201 Jetstream 32,HK-4540,SARPA - Servicios Aéreos Panamericanos,Bahía Solano-José Celestino Mutis Airport (BSC),0,Medium
07-08-2019,HS-125/BAe-125,others,unknown,"Las Pilas, Champerico, Retalhuleu",0,High
08-08-2019,Airbus A320-232,N505JB,Jetblue Airways,"Charlottesville, Virginia",0,Low
08-08-2019,Bombardier CL-600-2B16 Challenger 604,N237QS,Netjets,"Lubbock, Texas",0,Low
08-08-2019,Airbus A321-211 (WL),N717FR,Frontier Airlines,"Orlando International Airport, FL (MCO)",0,Medium
10-08-2019,Canadair CL-600-2B16 Challenger 601,N602TS,private,Nassau-Lynden Pindling International Airport (NAS),0,Medium
12-08-2019,Boeing 787-9 Dreamliner,G-CKWB,Norwegian Air UK,London-Gatwick Airport (LGW),0,Low
14-08-2019,de Havilland Canada DHC-6 Twin Otter 200,T-82,Fuerza Aérea Argentina - FAA,54 km from Base Marambio,0,Medium
14-08-2019,Beechcraft Super King Air,XB-...,Unknown,"El Ramonal, Chetumal, Quintana Roo",0,High
15-08-2019,Boeing 787-8 Dreamliner,JA808A,All Nippon Airways - ANA,"Over Chengde, Hebei Province",0,Low
15-08-2019,de Havilland Canada DHC-6 Twin Otter 300,N322AV,Berry Aviation,"San Marcos Regional Airport, TX",0,Medium
15-08-2019,Cessna 680A Citation Latitude,N8JR,JRM Air LLC,"Elizabethton Municipal Airport, TN",0,High
15-08-2019,Airbus A321-211,VQ-BOZ,Ural Airlines,ca 5 km SE of Zhukovsky International Airport (ZIA),0,Medium
16-08-2019,de Havilland Canada DHC-8-200,5Y-SLM,SafariLink,Kichwa Tembo Airstrip,0,Medium
18-08-2019,Cessna 208B Grand Caravan EX,N879MA,Mokulele Airlines,"Kapalua Airport, HI (JHM)",0,Medium
18-08-2019,Boeing 757-251 (WL),N543US,Delta Air Lines,"Ponta Delgada-JoÃ£o Paulo II Airport, Azores (PDL)",0,Medium
21-08-2019,Airbus A340-642,G-VFIT,Virgin Atlantic Airways,over Black Sea,0,Low
21-08-2019,Cessna 750 Citation X,1060,Fuerza Aérea Venezolana - FAV,Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM),0,High
21-08-2019,Cessna 208B Super Cargomaster,C-FEXE,Morningstar Air Express,"Vancouver International Airport, BC (YVR/CYVR)",0,Medium
21-08-2019,Cessna 560XL Citation Excel,N91GY,Delta Private Jets,"Oroville Airport, CA (OVE)",0,High
22-08-2019,Airbus A380-861,A6-EOP,Emirates,Dubai Airport (DXB),0,Medium
23-08-2019,Antonov An-2T,OK-TIR,Club Tiroler Adler,Gmunden Airfield,0,Medium
25-08-2019,Lockheed C-130A Hercules,N119TG,International Air Response,"Santa Barbara Airport, CA (SBA)",0,Medium
26-08-2019,McDonnell Douglas MD-88,N911DL,Delta Air Lines,"Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Low
27-08-2019,Airbus A320-251N,N328FR,Frontier Airlines,"near Denver, CO",0,Low
27-08-2019,Airbus A330-343,B-5958,Air China,Beijing-Capital International Airport (PEK),0,Medium
27-08-2019,Cessna 560XL Citation Excel,VT-AVV,Air Charter Services,Aligarh Airport,0,High
28-08-2019,Cessna 525 CitationJet CJ1+,D-ICEY,Lenox Handels und Speditions GmbH,Egelsbach Airfield (EDFE),0,Medium
28-08-2019,Antonov An-2R,RA-40389,private,"Selektsionny, Lgovsky district, Kursk region",0,Medium
30-08-2019,Antonov An-2R,RA-33061,private,Lake Syuryun-Kyuel area,2,High
31-08-2019,Cessna 510 Citation Mustang,N551WH,Star Jet LLC,"El Monte-San Gabriel Valley Airport, CA (EMT)",0,Medium
01-09-2019,Airbus A330-202,5A-LAU,Libyan Airlines,Tripoli-Mitiga International Airport (MJI),0,Low
01-09-2019,Beechcraft B300 King Air 350,RP-C2296,Lionair Inc.,"Pansol, Calamba, Laguna",9,High
02-09-2019,British Aerospace BAe-125-700A,XB-PTW,private,near Nueva Cajolá,2,High
05-09-2019,Cessna 560XLS+ Citation XLS+,OE-GES,Jet 24 GmbH,Milano-Malpensa Airport (MXP),0,Medium
06-09-2019,Airbus A319-132,N515NK,Spirit Airlines,"Fort Myers, Florida",0,Low
07-09-2019,ATR 72-600 (72-212A),HK-5041,"Regional Express Américas, opf Avianca",Manizales-La Nubia Airport (MZL),0,Medium
09-09-2019,Airbus A319-112,D-AKNL,Eurowings,near Berlin,0,Low
11-09-2019,Bombardier CRJ-701ER,N765SK,"Skywest Airlines, opf American Eagle","Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Medium
11-09-2019,Bombardier CRJ-701ER,N710SK,"Skywest Airlines, opf American Eagle","Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Medium
11-09-2019,Cessna 208 Supervan 900,D-FIDI,GoJump,near Gransee Airfield,1,High
11-09-2019,Convair CV-440,N24DR,Ferreteria e Implementos San Francisco,"1 km ENE of Toledo-Express Airport, OH (TOL)",2,High
16-09-2019,Cessna 208B Grand Caravan,PT-MHC,TwoFlex,"0,6 km W of Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)",0,High
18-09-2019,Britten-Norman BN-2A-21 Islander,V6-03FM,Caroline Islands Air,"Ta Island Airstrip, Caroline Islands",0,High
18-09-2019,Viking Air DHC-6 Twin Otter 400,PK-CDC,"Rimbun Air, opb Carpediem Aviation","10 km from Kampung Mamontoga, Hoeya District, Mimika Regency",4,High
20-09-2019,Cessna 208B Grand Caravan,N895SF,private,"Pepperell Airport, MA",0,Medium
23-09-2019,Britten-Norman BN-2A-27 Islander,VP-MNI,FlyMontserrat,Montserrat-John A. Osborne Airport (MNI),0,Medium
23-09-2019,Cessna 208B Grand Caravan EX,5H-AAM,Auric Air,Seronera Airstrip (SEU),2,High
24-09-2019,Cessna 208B Grand Caravan,YVO134,Gobernación del Estado Bolívar,San Salvador de Paúl Airstrip,0,Medium
24-09-2019,Cessna 208 Caravan,1917,Department of Royal Rainmaking and Agricultural Aviation,Village no.9 Lum Sum Sai Yok District Kanchanaburi Province,2,High
30-09-2019,Antonov An-12BK,UR-CKL,Cavok Air,Liverpool International Airport (LPL),0,Medium
30-09-2019,Gulfstream American G-1159 Gulfstream II B,XB-PVO,private,"Blue Creek, Orange Walk",0,High
01-10-2019,Boeing 777-31HER,A6-EBU,Emirates,near Batam Island,0,Low
02-10-2019,Boeing B-17G Flying Fortress,N93012,The Collings Foundation,"Windsor Locks-Bradley International Airport, CT (BDL)",7,High
04-10-2019,Antonov An-12BK,UR-CAH,Ukraine Air Alliance,"1,1 km SE of Lviv-Danylo Halytskyi International Airport (LWO)",5,Medium
07-10-2019,Hawker 800XP,N86MN,Delta Private Jets,"Fort Myers-Southwest Florida International Airport, FL (RSW)",0,Medium
07-10-2019,Honda HA-420 HondaJet,N166HJ,Pro by Air,"Charleston International Airport, SC (CHS)",0,Medium
10-10-2019,Antonov An-72,EK-72903,Air Force of the Democratic Republic of the Congo,near Kole,8,High
11-10-2019,de Havilland Canada DHC-6 Twin Otter 100,N166DH,Skydive Georgia,"Cedartown-Polk County Airport, GA",0,Medium
11-10-2019,Fokker 50,5Y-IZO,Silverstone Air Services,near Nairobi-Wilson Airport (WIL),0,High
12-10-2019,Embraer EMB-110P1 Bandeirante,C6-KMC,Pineapple Air,Nassau-Lynden Pindling International Airport (NAS/MYNN),0,Low
12-10-2019,ATR 42-600,JA01JC,Japan Air Commuter,65 km north-northwest of Tanegashima Airport (TNE/RJFG),0,Low
16-10-2019,Bombardier Global Express,N307KP,Elite Air Inc,"Augusta-Bush Field, GA (AGS/KAGS)",0,Low
17-10-2019,Saab 2000,N686PA,PenAir - Peninsula Airways,"Unalaska-Tom Madsen Airport, AK (DUT)",1,Medium
18-10-2019,Airbus CC-150 Polaris (A310-300),15001,Royal Canadian Air Force - RCAF,"Trenton Canadian Forces Base, ON (YTR)",0,Medium
22-10-2019,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N8837B,"Delta Connection, opb Endeavor Air","near Atlanta Hartsfield-Jackson International Airport, GA (ATL)",0,Medium
22-10-2019,Basler BT-67 Turbo 67 (DC-3T),FAS116,Fuerza Aérea Salvadoreña,San Salvador/Ilopango International Airport (SAL),0,Medium
25-10-2019,Rockwell Sabreliner 65,N465BC,private,"Sipacate, Escuintla",0,High
25-10-2019,Beechcraft 200 Super King Air,others,private,"Palajuyú, Sipacate, Escuintla",0,Medium
26-10-2019,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,"Family Lake, Little Grand Rapids First Nation, MB",3,High
26-10-2019,Airbus A330-341,PK-GPE,Garuda Indonesia Airways,near Banda Aceh (BTJ),0,Low
27-10-2019,Gulfstream American G-1159 Gulfstream II SP,(N530GA),private,"Vista Hermosa, Ixcán",0,High
27-10-2019,Let L-410UVP,YI-BYO,Abeer Air Services,Kolnyang County,0,High
29-10-2019,de Havilland Canada DHC-8-402Q Dash 8,N402QX,Horizon Air,"near Boise, ID",0,Medium
31-10-2019,Cessna 208B Super Cargomaster,N926FE,"Corporate Air, opf FedEx","Honolulu-Daniel K. Inouye International Airport, HI (HNL)",0,Low
03-11-2019,Boeing 787-8 Dreamliner,N796AV,Avianca,near Barcelona,0,Low
05-11-2019,Learjet 35A,XA-VBD,USMX AirLink,San Jose Cabo-Los Cabos Airport (SJD),0,Medium
11-11-2019,Boeing 747-428ERF,TC-ACR,ACT Airlines,Istanbul-AtatÃ¼rk Airport (ISL/LTBA),0,Low
11-11-2019,British Aerospace BAe-125-700A,(N237DX),private,Petén,0,High
11-11-2019,Embraer EMB-145LR (ERJ-145LR),N619AE,"American Eagle, opb Envoy Air","Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Medium
14-11-2019,Cessna 550 Citation II,PT-LTJ,José JoÃ£o Abdalla Filho,"Maraú-Barra Grande Airport, BA (SIRI)",5,High
15-11-2019,Cessna 560 Citation Encore,N777HW,ETG Aviation LLC,"San Antonio International Airport, TX (SAT)",0,Medium
15-11-2019,Cessna 525B CitationJet CJ3,N973CG,Pilot Point Consultancy LLC,"San Antonio International Airport, TX (SAT)",0,Medium
16-11-2019,Bombardier CRJ-900,others,others,DÃ¼sseldorf International Airport (DUS/EDDL),0,Medium
16-11-2019,Airbus A330-243,V5-ANO,Air Namibia,Frankfurt International Airport (FRA/EDDF),0,Low
16-11-2019,Boeing 777-3B5ER,HL7204,Korean Air,Frankfurt International Airport (FRA/EDDF),0,Medium
21-11-2019,Boeing 737-8F2 (WL),TC-JGZ,THY Turkish Airlines,Odessa-Central Airport (ODS),0,Medium
21-11-2019,Gulfstream G150,TC-AEH,Tahe Havacilik,Odessa-Central Airport (ODS),0,Medium
22-11-2019,Boeing 737-401,YV3012,Avior Airlines,Bogotá-Eldorado Airport (BOG/SKBO),0,Medium
